2026-04-14 19:18:23,366 | INFO     | mcp_app.router | router.py:48 | Router initialized: qwen2.5:3b @ http://host.docker.internal:11434
2026-04-14 21:19:39,714 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /favicon.ico HTTP/1.1" 404 -
2026-04-14 21:19:52,399 | INFO     | mcp_app.mcp_client | client.py:47 | Connecting to MCP Server (sse mode)...
2026-04-14 21:19:53,178 | INFO     | mcp_app.mcp_client | client.py:60 | ✅ MCP Server connected
2026-04-14 21:19:53,179 | INFO     | mcp_app.mcp_client | client.py:102 | Discovering tools...
2026-04-14 21:19:53,188 | INFO     | mcp_app.mcp_client | client.py:137 | Discovered 11 tools:
2026-04-14 21:19:53,188 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema: ...
2026-04-14 21:19:53,189 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema_guide: ...
2026-04-14 21:19:53,190 | INFO     | mcp_app.mcp_client | client.py:141 |   • execute_sql: ...
2026-04-14 21:19:53,194 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_time_range: ...
2026-04-14 21:19:53,233 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_actor: ...
2026-04-14 21:19:53,235 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_location: ...
2026-04-14 21:19:53,277 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_daily_events: ...
2026-04-14 21:19:53,324 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_top_actors: ...
2026-04-14 21:19:53,362 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_conflict_cooperation: ...
2026-04-14 21:19:53,401 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_cache_stats: ...
2026-04-14 21:19:53,438 | INFO     | mcp_app.mcp_client | client.py:141 |   • clear_cache: ...
2026-04-14 21:19:53,493 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 2 messages)
2026-04-14 21:19:57,702 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:19:57,702 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: analyze_conflict_cooperation
2026-04-14 21:19:57,707 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool analyze_conflict_cooperation returned (0.00s): | entity | total_events | conflict_events | cooperation_events | avg_goldstein |...
2026-04-14 21:19:57,707 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 4 messages)
2026-04-14 21:20:03,732 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:20:03,732 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: get_schema
2026-04-14 21:20:04,014 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool get_schema returned (0.28s): | column_name | column_type | null | key | default | extra |
| --- | --- | --- |...
2026-04-14 21:20:04,015 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 6 messages)
2026-04-14 21:20:13,363 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:20:13,364 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:20:13,767 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.40s): Error calling tool 'execute_sql': DuckDB fetchall failed: Catalog Error: Scalar ...
2026-04-14 21:20:13,767 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 8 messages)
2026-04-14 21:20:21,970 | INFO     | mcp_app.llm | llm.py:294 | AI requests to call 1 tools
2026-04-14 21:20:21,970 | INFO     | mcp_app.llm | llm.py:313 | [Parallel] Calling tool: execute_sql
2026-04-14 21:20:22,433 | INFO     | mcp_app.llm | llm.py:323 | [Parallel] Tool execute_sql returned (0.46s): | month | total_events | conflict_events | cooperation_events | avg_goldstein | ...
2026-04-14 21:20:22,433 | INFO     | mcp_app.llm | llm.py:180 | Sending request to kimi_code (history: 10 messages)
2026-04-14 21:20:38,909 | WARNING  | mcp_app.llm | llm.py:196 | Maximum tool-call rounds reached; returning model content directly
2026-04-14 21:20:38,909 | INFO     | mcp_app.llm | llm.py:253 | Received reply: I now have good monthly bilateral data between US and Canada for 2024. Let me summarize the key find...
2026-04-14 21:20:38,910 | INFO     | mcp_app.mcp_client | client.py:211 | 🔌 MCP Server connection closed
2026-04-14 21:20:38,913 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "POST /api/chat HTTP/1.1" 200 -
2026-04-14 21:35:01,543 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /chat HTTP/1.1" 200 -
2026-04-14 21:35:01,545 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /api/health HTTP/1.1" 200 -
2026-04-14 21:35:01,573 | INFO     | mcp_app.web | server.py:588 | 127.0.0.1 - "GET /static/mapIntegration.js?v=1 HTTP/1.1" 200 -
2026-04-14 21:35:26,893 | INFO     | mcp_app.mcp_client | client.py:47 | Connecting to MCP Server (sse mode)...
2026-04-14 21:35:27,642 | INFO     | mcp_app.mcp_client | client.py:60 | ✅ MCP Server connected
2026-04-14 21:35:27,643 | INFO     | mcp_app.mcp_client | client.py:102 | Discovering tools...
2026-04-14 21:35:27,649 | INFO     | mcp_app.mcp_client | client.py:137 | Discovered 11 tools:
2026-04-14 21:35:27,649 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema: ...
2026-04-14 21:35:27,650 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_schema_guide: ...
2026-04-14 21:35:27,650 | INFO     | mcp_app.mcp_client | client.py:141 |   • execute_sql: ...
2026-04-14 21:35:27,651 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_time_range: ...
2026-04-14 21:35:27,661 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_actor: ...
2026-04-14 21:35:27,690 | INFO     | mcp_app.mcp_client | client.py:141 |   • query_by_location: ...
2026-04-14 21:35:27,735 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_daily_events: ...
2026-04-14 21:35:27,764 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_top_actors: ...
2026-04-14 21:35:27,794 | INFO     | mcp_app.mcp_client | client.py:141 |   • analyze_conflict_cooperation: ...
2026-04-14 21:35:27,823 | INFO     | mcp_app.mcp_client | client.py:141 |   • get_cache_stats: ...
